"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.1304347826087,3,1.09976641429346,0.00155558627913561,"Not Normal"
"s2",2.73333333333333,2.5,1.22989579971676,0.00698229826016254,"Not Normal"
