"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.64,4,1.28711563842052,0.0045751269720908,"Not Normal"
"s2",3.73333333333333,4,1.33735027091874,0.000303494538791054,"Not Normal"
