"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.73913043478261,4,1.17617992224241,0.00209659967673467,"Not Normal"
"s2",4.1,4,1.09387006730138,4.8144817827404e-05,"Not Normal"
