"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.21739130434783,4,0.795242772487544,0.000311042616474666,"Not Normal"
"s2",3.96666666666667,4,0.99942512211403,0.000232946922848544,"Not Normal"
