"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",1.5625,1,0.813941029804985,9.85299113252953e-05,"Not Normal"
"s2",1.41666666666667,1,0.503610155185335,1.33763898457314e-06,"Not Normal"
