"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.68,4,1.06926766215636,0.00202218699029499,"Not Normal"
"s2",3.73333333333333,4,1.31131240743198,0.000177216942609848,"Not Normal"
