"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",2.8,2,1.52127765851133,0.0108474025103531,"Not Normal"
"s2",2.23529411764706,2,1.0914103126635,0.000258416645444612,"Not Normal"
