"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",2.95652173913043,3,1.2605287804426,0.0113134740598267,"Not Normal"
"s2",2.96666666666667,3,1.37673610356182,0.00705754084781389,"Not Normal"
