"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",2.73913043478261,3,1.35570817804999,0.0275053512027751,"Not Normal"
"s2",2.3,2,1.11880478097434,0.000702922062318389,"Not Normal"
