"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.68,4,1.28192563486863,0.000685903663510816,"Not Normal"
"s2",3.63333333333333,4,1.60781139169505,9.85638923189269e-06,"Not Normal"
