"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.08695652173913,4,0.733177609528977,0.000200231320365982,"Not Normal"
"s2",4.33333333333333,5,0.958926602970768,2.50407813145597e-06,"Not Normal"
