"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.08695652173913,3,1.16435871847831,0.021429577644831,"Not Normal"
"s2",3.46666666666667,3.5,0.937102406111643,0.00347067772603096,"Not Normal"
