"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",2.73913043478261,2,1.09616651457157,1.21018872145356e-05,"Not Normal"
"s2",3.03333333333333,3,1.12903172837532,0.0192161787705652,"Not Normal"
