"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.36,3,1.15036226178249,0.033662943071621,"Not Normal"
"s2",3.56666666666667,4,1.54659433045272,7.44904492510841e-05,"Not Normal"
