"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.36,4,0.7,6.73329312024309e-05,"Not Normal"
"s2",4.13333333333333,5,1.43198279062413,2.17922078233292e-07,"Not Normal"
