"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.88,4,0.92736184954957,0.0039219246981126,"Not Normal"
"s2",3.83333333333333,4,1.20582875587944,0.000432145088983817,"Not Normal"
