"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.91304347826087,4,0.949308048396825,0.000523194165632118,"Not Normal"
"s2",3.2,3,0.924755326447544,0.000142534979355353,"Not Normal"
