"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.04,3,1.30639452948436,0.00316310774592324,"Not Normal"
"s2",3.06666666666667,3,1.01483252680985,0.0214175816144915,"Not Normal"
