"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.67857142857143,4,1.15641756615056,0.000773063982948051,"Not Normal"
"s2",3.8,4,1.18612670137896,0.000943565104432727,"Not Normal"
