"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.85714285714286,4,0.864437821507566,0.000233929198904802,"Not Normal"
"s2",3.5,4,1.01904933073014,0.000443886734577609,"Not Normal"
