"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.39285714285714,4,1.19688749786255,0.00154050208225555,"Not Normal"
"s2",3.6,4,1.13258934335868,0.000664005876149256,"Not Normal"
