"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.64285714285714,4,0.989361399507773,2.22473473317182e-05,"Not Normal"
"s2",3.53333333333333,4,1.07425461996016,1.00128952727535e-06,"Not Normal"
