"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.10714285714286,4,0.831744517143901,0.00048469808752405,"Not Normal"
"s2",3.43333333333333,4,1.04000442085709,9.37156103431388e-05,"Not Normal"
