"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.35714285714286,5,0.78004205557496,1.19077800250579e-05,"Not Normal"
"s2",4.33333333333333,4,0.660894552251267,2.01838678522028e-05,"Not Normal"
