"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",2.71428571428571,3,0.975900072948533,0.00341550795548116,"Not Normal"
"s2",2.7,3,0.749712588607955,1.90990218183613e-05,"Not Normal"
