"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.17857142857143,4,0.983326607456148,1.81002535392872e-05,"Not Normal"
"s2",4.36666666666667,5,0.927857499958849,3.23099675008178e-07,"Not Normal"
