"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.64285714285714,4,0.826159598709403,1.93871695643554e-05,"Not Normal"
"s2",3.63333333333333,4,1.06619961038982,0.00306506711834954,"Not Normal"
