"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.14285714285714,4,0.970463261437001,0.000125434851879477,"Not Normal"
"s2",4.06666666666667,4,0.907187139319736,0.000291767343199629,"Not Normal"
