"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3,3,1.21716123890037,0.0225249535768521,"Not Normal"
"s2",3.33333333333333,3.5,1.32178910450253,0.00720542691477062,"Not Normal"
