"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.85714285714286,4,0.590936840285279,1.88785209465139e-05,"Not Normal"
"s2",3.93333333333333,4,0.739679955644067,0.000267151141918858,"Not Normal"
