"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",3.89285714285714,4,1.13330999042254,0.000867025432441754,"Not Normal"
"s2",3.83333333333333,4,1.3412123525798,6.64092276624918e-05,"Not Normal"
