"Column","Mean","Median","StdDev","P_Value","Normal"
"s1",4.28571428571429,4.5,0.975900072948533,3.21058192926243e-06,"Not Normal"
"s2",4.23333333333333,4,1.00630198159445,1.52897693800617e-06,"Not Normal"
