"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p3a",59.375,65,29.4095112988759,0.004881124606543,"Not Normal",0.801885020532322
"mcq-p3a",62.4242424242424,80,29.4777779681474,0.000487280581324395,"Not Normal",0.801885020532322
