"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p3a-tierB",51.3888888888889,50,7.08333333333333,0.317640286799117,"Normal",0.00105488429657157
"mcq-p3a-tierB",74.6666666666667,80,11.2436539028209,4.67233314365295e-06,"Not Normal",0.00105488429657157
