"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jsec_22_j_effect",-2.30918367346939,-1.63,3.41764650791465,0.0183301113674746,"Not Normal",0.554117090122056
"jsec_23_p2_j_effect",-2.875,-1.25,4.06241710790764,0.0201786533352214,"Not Normal",0.554117090122056
