"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p3a-tierC",25.625,30,10.6800046816469,0.0656611627970574,"Normal",0.0623570603614063
"mcq-p3a-tierC",13.3333333333333,13.3333333333333,14.6059348668044,0.00403932851745828,"Not Normal",0.0623570603614063
