"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq_p1",79.5748299319728,84.1666666666667,15.0828369019169,0.000524221060492543,"Not Normal",4.30101315300439e-05
"mcq_p1",57.45625,57.8958333333333,17.4999450448176,0.1824107962331,"Normal",4.30101315300439e-05
