"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"p1.gain",7.6565065681445,5.55555555555556,7.87246981759352,0.000487867342371398,"Not Normal",0.183395102071325
"p2.gain",9.86834045584045,10,7.43556911200053,0.0557318390773737,"Normal",0.183395102071325
