"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p1-tierB",58.9230769230769,60,4.25169649398015,0.183936560445407,"Normal",4.42033184625844e-06
"mcq-p1-tierB",29.3333333333333,28,1.95180014589707,2.73819777571205e-05,"Not Normal",4.42033184625844e-06
