"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"msec_23_grades",75.4722222222222,80,19.4477636724682,1.83428538643838e-05,"Not Normal",0.14075445529375
"jsec_23_grades",72.1207865168539,75,19.1680706470137,0.00207517689655141,"Not Normal",0.14075445529375
