"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq_p1_j_cons",-10,-7.5,10.7710549622588,0.00534800274162214,"Not Normal",0.747442960942218
"jmcq_p2_j_cons",-10.2272727272727,-10,9.73002032138399,0.0499560179918061,"Not Normal",0.747442960942218
