"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p1-mcq",81.3333333333333,80,12.5212463115859,0.0393630896482782,"Not Normal",0.841817320181849
"mcq-p1-mcq",80.6451612903226,80,14.8178909590103,0.00759470337457269,"Not Normal",0.841817320181849
