"Column","Mean","Median","StdDev","P_Value","Normal","Wilcoxon_P_Value"
"jmcq-p2",72.375,75,17.5870678879838,0.0304867788274097,"Not Normal",0.133773878492885
"mcq-p2",77.5833333333333,85,18.7828256721369,0.00384671249783893,"Not Normal",0.133773878492885
